crime_id,case_id,crime_type,crime_category,description,event_date,event_time,location_id,severity_level,modus_operandi,status,source_document_id,confidence_score,created_at,updated_at
CR01288,C00255,Illegal Gambling,Organized,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-10,03:37:47,L00928,Critical,Layered transactions,Reported,DOC01412,0.97,2026-08-23 15:23:49,2026-08-24 10:23:49
CR01289,C00553,Fraud,Property,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-09-19,23:03:29,L01501,High,Forged documents,Under Investigation,DOC02892,0.94,2024-10-17 14:57:38,2025-02-11 01:01:08
CR01290,C00967,Cybercrime,Organized,Minus consectetur nisi adipisci sapiente aliquam quas modi consequuntur itaque suscipit hic.,2024-05-29,14:53:06,L00803,Medium,Coordinated calls,Under Investigation,DOC00042,0.73,2026-07-16 12:56:06,2026-07-17 03:56:06
CR01291,C00407,Assault,Cyber,Labore ullam eveniet non illo repellat cupiditate aliquam adipisci fuga odio repudiandae.,2025-10-29,19:35:52,L00770,Medium,Online impersonation,Reported,DOC01651,0.77,2025-03-31 06:55:17,2025-09-11 08:55:33
CR01292,C00692,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-15,05:09:32,L01501,Critical,Layered transactions,Confirmed,DOC00146,0.73,2026-06-22 18:19:42,2026-07-10 01:19:42
CR01293,C00840,Illegal Gambling,Violent,Porro labore totam ipsam sed eligendi cumque non accusantium.,2024-06-25,22:11:54,L02372,High,Vehicle-based movement,Under Investigation,DOC00595,0.92,2025-11-22 14:25:46,2026-07-20 09:38:06
CR01294,C01039,Illegal Gambling,Property,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-30,03:36:38,L01192,High,Forged documents,Under Investigation,DOC01285,0.85,2024-02-08 17:00:34,2024-11-26 00:37:54
CR01295,C00338,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-09-02,03:48:55,L01985,Medium,Layered transactions,Closed,DOC02162,0.92,2024-04-18 14:03:24,2024-04-24 14:03:24
CR01296,C00756,Extortion,Financial,Corrupti pariatur officia nobis eveniet sint id laborum illo incidunt accusantium nostrum ex nostrum.,2025-08-12,13:49:40,L02068,Low,Layered transactions,Confirmed,DOC01151,0.74,2024-12-26 20:59:06,2025-01-03 12:59:06
CR01297,C00993,Burglary,Organized,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-09-11,11:13:17,L01065,Low,Online impersonation,Closed,DOC02793,0.83,2025-10-21 14:33:35,2025-11-04 10:33:35
CR01298,C00941,Fraud,Cyber,Laudantium repellat quas aliquid atque quis facere sit culpa labore laborum non ducimus fuga assumenda voluptate veritatis a.,2024-05-17,09:32:51,L00923,Critical,Online impersonation,Confirmed,DOC01698,0.92,2026-01-17 11:00:08,2026-02-14 22:00:08
CR01299,C00747,Burglary,Financial,Perferendis cupiditate a consectetur fugiat vel dicta velit voluptate quia rem.,2025-08-23,10:46:24,L00263,Medium,Layered transactions,Confirmed,DOC00609,0.96,2025-02-06 21:31:09,2025-03-07 10:31:09
CR01300,C00905,Assault,Property,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-26,21:13:01,L01664,Low,Coordinated calls,Under Investigation,DOC00396,0.93,2024-12-19 02:07:09,2026-07-01 02:07:48
CR01301,C00378,Extortion,Property,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-06,17:59:49,L00509,Low,Vehicle-based movement,Closed,DOC01215,0.9,2025-08-03 22:24:33,2025-08-07 03:24:33
CR01302,C01035,Robbery,Cyber,Harum cumque asperiores corporis nobis omnis cupiditate soluta ducimus libero magnam velit quibusdam numquam harum quidem autem commodi eum.,2025-01-21,08:13:50,L02157,High,Coordinated calls,Closed,DOC02350,0.85,2024-04-05 19:27:19,2026-01-04 04:38:04
CR01303,C00678,Cybercrime,Property,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-06,23:24:24,L00603,Medium,False identity,Closed,DOC02097,0.94,2026-02-18 11:00:06,2026-03-14 15:00:06
CR01304,C00211,Smuggling,Financial,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2024-02-17,02:59:51,L00932,Medium,False identity,Confirmed,DOC01565,0.91,2025-10-04 04:55:19,2026-06-16 03:33:24
CR01305,C00466,Extortion,Violent,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-20,19:56:08,L02165,Medium,False identity,Confirmed,DOC02044,0.72,2024-06-25 16:59:32,2024-10-08 12:45:59
CR01306,C01172,Extortion,Cyber,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-13,06:39:12,L01514,Low,False identity,Under Investigation,DOC01185,0.79,2025-02-15 14:20:16,2025-10-10 19:17:54
CR01307,C00797,Cybercrime,Organized,Vel saepe reprehenderit illo cumque laudantium cum hic sapiente consectetur ad quas dicta earum suscipit.,2026-07-01,09:49:54,L01685,Low,Vehicle-based movement,Confirmed,DOC00921,0.89,2026-08-04 16:04:36,2026-08-28 16:04:36
CR01308,C00849,Extortion,Violent,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-09-12,16:01:39,L00640,Medium,False identity,Closed,DOC00523,0.78,2026-06-29 07:29:34,2026-06-29 14:29:34
CR01309,C00636,Extortion,Property,Impedit atque tenetur tenetur qui natus voluptate ratione iure accusantium.,2025-09-01,11:41:59,L00929,Low,Layered transactions,Reported,DOC00817,0.94,2025-02-22 00:51:57,2025-02-24 12:51:57
CR01310,C00841,Robbery,Organized,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-01,06:01:45,L01799,Low,Online impersonation,Confirmed,DOC01863,0.9,2026-04-13 16:04:04,2026-05-08 22:04:04
CR01311,C00667,Fraud,Violent,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-13,21:04:44,L02104,Low,Layered transactions,Confirmed,DOC01239,0.87,2025-02-12 16:48:58,2025-07-28 06:02:13
CR01312,C00441,Vehicle Theft,Organized,Architecto neque ea laudantium officiis incidunt delectus officiis suscipit asperiores.,2026-06-14,09:52:30,L01798,Low,Vehicle-based movement,Under Investigation,DOC02024,0.88,2024-02-26 23:08:11,2024-03-06 17:35:19
CR01313,C01005,Illegal Gambling,Cyber,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2025-09-12,06:51:14,L00818,Low,Vehicle-based movement,Confirmed,DOC01114,0.89,2026-08-20 16:42:42,2026-09-03 03:42:42
CR01314,C00216,Cybercrime,Property,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-09,01:53:17,L00003,Critical,Coordinated calls,Reported,DOC00218,0.96,2024-05-03 09:30:28,2025-12-03 22:02:04
CR01315,C01007,Smuggling,Violent,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-19,13:42:12,L00474,Medium,Online impersonation,Closed,DOC02638,0.72,2024-04-07 23:35:36,2025-01-13 19:13:50
CR01316,C00459,Illegal Gambling,Financial,Accusamus aliquam quasi officia illo consequuntur enim quo nostrum rem sit veniam quibusdam ut iure cum architecto ratione inventore.,2024-11-22,11:37:18,L00897,Critical,Layered transactions,Confirmed,DOC02437,0.8,2025-06-22 08:19:22,2025-07-08 12:19:22
CR01317,C01177,Vehicle Theft,Financial,Quia sapiente vel odit iusto quisquam ducimus odit rerum aliquid laudantium excepturi voluptate optio assumenda neque libero atque hic.,2025-05-24,04:11:15,L00663,High,Coordinated calls,Confirmed,DOC02055,0.77,2024-05-10 21:49:07,2026-07-28 22:26:30
CR01318,C00557,Burglary,Cyber,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-10,21:26:47,L00851,Critical,False identity,Closed,DOC00738,0.73,2024-11-09 08:03:25,2026-05-01 07:13:02
CR01319,C00801,Smuggling,Organized,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-14,01:51:59,L00106,Medium,Vehicle-based movement,Reported,DOC01561,0.75,2025-08-28 12:31:35,2025-09-19 14:31:35
CR01320,C00913,Extortion,Cyber,Illum adipisci esse quas possimus eaque corporis harum.,2026-04-24,17:53:33,L02380,Critical,Online impersonation,Confirmed,DOC01856,0.76,2025-11-20 14:23:27,2025-12-14 00:23:27
CR01321,C01173,Cybercrime,Violent,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-15,18:11:31,L00067,Critical,Online impersonation,Closed,DOC00798,0.95,2024-09-04 00:42:02,2025-07-03 16:32:00
CR01322,C00826,Forgery,Organized,Tempora odit facere perferendis delectus aliquid cumque laboriosam molestias necessitatibus autem sint a amet.,2024-11-28,14:57:12,L01527,Medium,Online impersonation,Confirmed,DOC01311,0.78,2025-11-02 10:14:08,2026-05-11 12:28:48
CR01323,C00604,Extortion,Violent,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-21,11:40:54,L00962,Low,Forged documents,Confirmed,DOC01054,0.76,2024-08-31 08:38:14,2026-08-07 20:42:33
CR01324,C01151,Vehicle Theft,Organized,Non nihil iure quod amet aut possimus atque dignissimos nihil temporibus excepturi iure voluptatum magnam harum illo.,2025-08-13,06:42:12,L01463,Critical,Layered transactions,Closed,DOC02569,0.86,2025-03-07 17:02:41,2025-11-25 20:16:51
CR01325,C00064,Illegal Gambling,Organized,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2025-02-01,04:51:50,L01104,Critical,Forged documents,Reported,DOC01177,0.86,2025-08-05 20:20:03,2025-12-14 15:54:13
CR01326,C00589,Extortion,Violent,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-28,22:16:29,L01847,High,Vehicle-based movement,Under Investigation,DOC02804,0.72,2024-09-29 21:57:55,2024-10-21 12:57:55
CR01327,C01044,Cybercrime,Organized,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-21,14:06:41,L01497,Low,False identity,Under Investigation,DOC00515,0.82,2025-01-19 19:43:01,2025-02-14 14:43:01
CR01328,C00621,Forgery,Financial,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-11-21,13:18:52,L00379,Medium,Layered transactions,Closed,DOC00728,0.79,2026-06-03 08:51:49,2026-06-24 21:51:49
CR01329,C00477,Smuggling,Violent,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-26,07:55:34,L00868,High,Layered transactions,Under Investigation,DOC01335,0.93,2024-06-22 16:16:01,2026-05-05 09:58:47
CR01330,C00784,Money Laundering,Organized,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-08,00:20:49,L00407,Critical,Layered transactions,Under Investigation,DOC01085,0.94,2026-04-04 15:31:03,2026-04-14 17:02:12
CR01331,C00843,Forgery,Cyber,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-09-29,16:32:31,L00394,High,Forged documents,Under Investigation,DOC00889,0.79,2024-12-07 18:07:31,2024-12-11 10:07:31
CR01332,C00569,Forgery,Violent,Voluptatum vero officia dignissimos at perferendis quos explicabo amet totam consectetur omnis dignissimos rerum accusantium.,2024-10-02,18:32:46,L01734,Low,Online impersonation,Reported,DOC01113,0.75,2025-07-03 13:15:07,2025-07-27 15:15:07
CR01333,C00858,Money Laundering,Property,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-08,09:41:29,L01261,Low,Coordinated calls,Closed,DOC02011,0.81,2026-07-22 13:44:59,2026-07-29 23:44:59
CR01334,C00309,Robbery,Property,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-09-14,04:29:40,L00950,Medium,False identity,Reported,DOC00768,0.82,2024-11-16 11:43:58,2025-05-13 11:22:47
CR01335,C01051,Vehicle Theft,Organized,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-06,06:51:52,L01389,Critical,Vehicle-based movement,Under Investigation,DOC02388,0.84,2026-06-27 13:43:38,2026-08-06 09:05:28
